nApps = 33
nRes = 6
nActs = 74
nNetworks = 4

assignmentToResources = [1,1,2,1,1,2,2,1,2,2,1,2,1,2,1,2,2,1,2,1,1,1,2,2,2,1,2,1,2,2,3,3,3,4,4,3,4,3,3,3,3,3,4,4,5,3,6,3,6,4,5,3,6,4,5,3,6,4,5,3,6,6,6,6,5,5,6,5,6,6,6,6,6,5];

processingTimes = [112,72,120,120,152,128,128,80,96,152,120,48,136,112,120,64,128,112,112,160,136,80,80,128,72,80,152,72,88,88,500,3,4,4,4,13,8,500,3,5,4,150,3,500,500,500,500,500,500,500,500,500,500,500,500,500,500,4,4,4,4,500,3,4,4,4,13,8,500,3,5,4,150,3];

periods = [5000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,5000,10000,10000,10000,10000,10000,10000,10000,10000,10000,1000,10000,10000,10000,1000,5000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,1000,1000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,5000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,1000,1000];

assignmentToClusters = [1,2,3,2,4,5,2,2,6,7,8,9,3,10,11,12,4,13,14,15,4,7,2,3,16,17,18,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,2,2,2,2,2,2,2,2,3,3,4,4,4,4,7,7,18,18,21,22,23,24,25,26,27,28,29,30,31,32,33];

precedenceAdjList = [[],[44],[52],[],[54],[],[46,48],[50],[],[],[],[],[],[],[],[],[56],[],[],[],[],[58],[],[2],[],[],[60],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[6],[43],[7],[45],[3],[47],[22],[49],[12],[51],[16],[53],[20],[55],[9],[57],[27],[59],[30],[31],[32],[33],[34],[35],[36],[37],[38],[39],[40],[41],[42]];
